gap_id,previous_timestamp_utc,next_timestamp_utc,missing_start_utc,missing_end_utc,delta_minutes,missing_m1_bars,weekday_before,weekday_after,utc_time_before,utc_time_after,year,month,partition,current_category,proposed_category,classification_reason,classification_evidence,confidence,requires_manual_review
gapf_285566_20211021_2358,2021-10-21 23:58:00,2021-10-22 01:00:00,2021-10-21 23:59:00,2021-10-22 00:59:00,62.0,61,Thursday,Friday,23:58,01:00,2021,10,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-10-21 23:58:00 -> 2021-10-22 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_286944_20211022_2357,2021-10-22 23:57:00,2021-10-25 01:00:00,2021-10-22 23:58:00,2021-10-25 00:59:00,2943.0,2942,Friday,Monday,23:57,01:00,2021,10,TRAIN,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 23:57 close -> Monday 01:00 reopen, delta=2943min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_288323_20211025_2358,2021-10-25 23:58:00,2021-10-26 01:00:00,2021-10-25 23:59:00,2021-10-26 00:59:00,62.0,61,Monday,Tuesday,23:58,01:00,2021,10,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-10-25 23:58:00 -> 2021-10-26 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_289702_20211026_2358,2021-10-26 23:58:00,2021-10-27 01:00:00,2021-10-26 23:59:00,2021-10-27 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2021,10,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-10-26 23:58:00 -> 2021-10-27 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_291081_20211027_2358,2021-10-27 23:58:00,2021-10-28 01:00:00,2021-10-27 23:59:00,2021-10-28 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2021,10,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-10-27 23:58:00 -> 2021-10-28 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_292460_20211028_2358,2021-10-28 23:58:00,2021-10-29 01:00:00,2021-10-28 23:59:00,2021-10-29 00:59:00,62.0,61,Thursday,Friday,23:58,01:00,2021,10,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-10-28 23:58:00 -> 2021-10-29 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_293838_20211029_2357,2021-10-29 23:57:00,2021-11-01 00:00:00,2021-10-29 23:58:00,2021-10-31 23:59:00,2883.0,2882,Friday,Monday,23:57,00:00,2021,10,TRAIN,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 23:57 close -> Monday 00:00 reopen, delta=2883min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_295217_20211101_2258,2021-11-01 22:58:00,2021-11-02 00:00:00,2021-11-01 22:59:00,2021-11-01 23:59:00,62.0,61,Monday,Tuesday,22:58,00:00,2021,11,TRAIN,EXPECTED_DAILY_SESSION_BREAK,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-11-01 22:58:00 -> 2021-11-02 00:00:00: ~62min nightly pause, EU-DST-shifted (hour 22->00) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_296596_20211102_2258,2021-11-02 22:58:00,2021-11-03 00:00:00,2021-11-02 22:59:00,2021-11-02 23:59:00,62.0,61,Tuesday,Wednesday,22:58,00:00,2021,11,TRAIN,EXPECTED_DAILY_SESSION_BREAK,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-11-02 22:58:00 -> 2021-11-03 00:00:00: ~62min nightly pause, EU-DST-shifted (hour 22->00) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_297975_20211103_2258,2021-11-03 22:58:00,2021-11-04 00:00:00,2021-11-03 22:59:00,2021-11-03 23:59:00,62.0,61,Wednesday,Thursday,22:58,00:00,2021,11,TRAIN,EXPECTED_DAILY_SESSION_BREAK,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-11-03 22:58:00 -> 2021-11-04 00:00:00: ~62min nightly pause, EU-DST-shifted (hour 22->00) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_299354_20211104_2258,2021-11-04 22:58:00,2021-11-05 00:00:00,2021-11-04 22:59:00,2021-11-04 23:59:00,62.0,61,Thursday,Friday,22:58,00:00,2021,11,TRAIN,EXPECTED_DAILY_SESSION_BREAK,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-11-04 22:58:00 -> 2021-11-05 00:00:00: ~62min nightly pause, EU-DST-shifted (hour 22->00) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_300732_20211105_2257,2021-11-05 22:57:00,2021-11-08 01:00:00,2021-11-05 22:58:00,2021-11-08 00:59:00,3003.0,3002,Friday,Monday,22:57,01:00,2021,11,TRAIN,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 22:57 close -> Monday 01:00 reopen, delta=3003min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_302111_20211108_2358,2021-11-08 23:58:00,2021-11-09 01:00:00,2021-11-08 23:59:00,2021-11-09 00:59:00,62.0,61,Monday,Tuesday,23:58,01:00,2021,11,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-11-08 23:58:00 -> 2021-11-09 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_303490_20211109_2358,2021-11-09 23:58:00,2021-11-10 01:00:00,2021-11-09 23:59:00,2021-11-10 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2021,11,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-11-09 23:58:00 -> 2021-11-10 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_304869_20211110_2358,2021-11-10 23:58:00,2021-11-11 01:00:00,2021-11-10 23:59:00,2021-11-11 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2021,11,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-11-10 23:58:00 -> 2021-11-11 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_306241_20211111_2351,2021-11-11 23:51:00,2021-11-11 23:53:00,2021-11-11 23:52:00,2021-11-11 23:52:00,2.0,1,Thursday,Thursday,23:51,23:53,2021,11,TRAIN,LIKELY_PROVIDER_HISTORY_GAP,LIKELY_PROVIDER_HISTORY_GAP,"Isolated small active-session gap, no recurring pattern.","2021-11-11 23:51:00 -> 2021-11-11 23:53:00: isolated 1-bar active-session gap; does not match weekend, session-break, or holiday patterns; below the empirically observed natural break in the missing-bar distribution (no residual gap observed between 9 and 214 missing bars).",LOW,True
gapf_306247_20211111_2358,2021-11-11 23:58:00,2021-11-12 01:00:00,2021-11-11 23:59:00,2021-11-12 00:59:00,62.0,61,Thursday,Friday,23:58,01:00,2021,11,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-11-11 23:58:00 -> 2021-11-12 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_307625_20211112_2357,2021-11-12 23:57:00,2021-11-15 01:00:00,2021-11-12 23:58:00,2021-11-15 00:59:00,2943.0,2942,Friday,Monday,23:57,01:00,2021,11,TRAIN,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 23:57 close -> Monday 01:00 reopen, delta=2943min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_309004_20211115_2358,2021-11-15 23:58:00,2021-11-16 01:00:00,2021-11-15 23:59:00,2021-11-16 00:59:00,62.0,61,Monday,Tuesday,23:58,01:00,2021,11,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-11-15 23:58:00 -> 2021-11-16 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_310383_20211116_2358,2021-11-16 23:58:00,2021-11-17 01:00:00,2021-11-16 23:59:00,2021-11-17 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2021,11,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-11-16 23:58:00 -> 2021-11-17 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_311762_20211117_2358,2021-11-17 23:58:00,2021-11-18 01:00:00,2021-11-17 23:59:00,2021-11-18 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2021,11,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-11-17 23:58:00 -> 2021-11-18 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_313141_20211118_2358,2021-11-18 23:58:00,2021-11-19 01:00:00,2021-11-18 23:59:00,2021-11-19 00:59:00,62.0,61,Thursday,Friday,23:58,01:00,2021,11,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-11-18 23:58:00 -> 2021-11-19 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_314519_20211119_2357,2021-11-19 23:57:00,2021-11-22 01:00:00,2021-11-19 23:58:00,2021-11-22 00:59:00,2943.0,2942,Friday,Monday,23:57,01:00,2021,11,TRAIN,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 23:57 close -> Monday 01:00 reopen, delta=2943min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_315898_20211122_2358,2021-11-22 23:58:00,2021-11-23 01:00:00,2021-11-22 23:59:00,2021-11-23 00:59:00,62.0,61,Monday,Tuesday,23:58,01:00,2021,11,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-11-22 23:58:00 -> 2021-11-23 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_317277_20211123_2358,2021-11-23 23:58:00,2021-11-24 01:00:00,2021-11-23 23:59:00,2021-11-24 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2021,11,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-11-23 23:58:00 -> 2021-11-24 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_318656_20211124_2358,2021-11-24 23:58:00,2021-11-25 01:00:00,2021-11-24 23:59:00,2021-11-25 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2021,11,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-11-24 23:58:00 -> 2021-11-25 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_319792_20211125_1955,2021-11-25 19:55:00,2021-11-26 01:00:00,2021-11-25 19:56:00,2021-11-26 00:59:00,305.0,304,Thursday,Friday,19:55,01:00,2021,11,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_HOLIDAY_OR_CLOSURE,US federal market holiday early close (THANKSGIVING).,"2021-11-25 19:55:00 matches computed US federal holiday date (THANKSGIVING); early close at 19:55 UTC, reopen 01:00 UTC next day; recurring pattern observed across multiple dataset years.",MEDIUM,False
gapf_320974_20211126_2041,2021-11-26 20:41:00,2021-11-29 01:00:00,2021-11-26 20:42:00,2021-11-29 00:59:00,3139.0,3138,Friday,Monday,20:41,01:00,2021,11,TRAIN,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 20:41 close -> Monday 01:00 reopen, delta=3139min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_322353_20211129_2358,2021-11-29 23:58:00,2021-11-30 01:00:00,2021-11-29 23:59:00,2021-11-30 00:59:00,62.0,61,Monday,Tuesday,23:58,01:00,2021,11,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-11-29 23:58:00 -> 2021-11-30 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_323732_20211130_2358,2021-11-30 23:58:00,2021-12-01 01:00:00,2021-11-30 23:59:00,2021-12-01 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2021,11,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-11-30 23:58:00 -> 2021-12-01 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_325111_20211201_2358,2021-12-01 23:58:00,2021-12-02 01:00:00,2021-12-01 23:59:00,2021-12-02 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2021,12,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-12-01 23:58:00 -> 2021-12-02 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_326490_20211202_2358,2021-12-02 23:58:00,2021-12-03 01:00:00,2021-12-02 23:59:00,2021-12-03 00:59:00,62.0,61,Thursday,Friday,23:58,01:00,2021,12,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-12-02 23:58:00 -> 2021-12-03 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_327868_20211203_2357,2021-12-03 23:57:00,2021-12-06 01:00:00,2021-12-03 23:58:00,2021-12-06 00:59:00,2943.0,2942,Friday,Monday,23:57,01:00,2021,12,TRAIN,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 23:57 close -> Monday 01:00 reopen, delta=2943min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_329247_20211206_2358,2021-12-06 23:58:00,2021-12-07 01:00:00,2021-12-06 23:59:00,2021-12-07 00:59:00,62.0,61,Monday,Tuesday,23:58,01:00,2021,12,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-12-06 23:58:00 -> 2021-12-07 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_330626_20211207_2358,2021-12-07 23:58:00,2021-12-08 01:00:00,2021-12-07 23:59:00,2021-12-08 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2021,12,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-12-07 23:58:00 -> 2021-12-08 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_332005_20211208_2358,2021-12-08 23:58:00,2021-12-09 01:00:00,2021-12-08 23:59:00,2021-12-09 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2021,12,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-12-08 23:58:00 -> 2021-12-09 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_333384_20211209_2358,2021-12-09 23:58:00,2021-12-10 01:00:00,2021-12-09 23:59:00,2021-12-10 00:59:00,62.0,61,Thursday,Friday,23:58,01:00,2021,12,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-12-09 23:58:00 -> 2021-12-10 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_334762_20211210_2357,2021-12-10 23:57:00,2021-12-13 01:00:00,2021-12-10 23:58:00,2021-12-13 00:59:00,2943.0,2942,Friday,Monday,23:57,01:00,2021,12,TRAIN,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 23:57 close -> Monday 01:00 reopen, delta=2943min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_336141_20211213_2358,2021-12-13 23:58:00,2021-12-14 01:00:00,2021-12-13 23:59:00,2021-12-14 00:59:00,62.0,61,Monday,Tuesday,23:58,01:00,2021,12,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-12-13 23:58:00 -> 2021-12-14 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_336830_20211214_1228,2021-12-14 12:28:00,2021-12-14 12:30:00,2021-12-14 12:29:00,2021-12-14 12:29:00,2.0,1,Tuesday,Tuesday,12:28,12:30,2021,12,TRAIN,LIKELY_PROVIDER_HISTORY_GAP,LIKELY_PROVIDER_HISTORY_GAP,"Isolated small active-session gap, no recurring pattern.","2021-12-14 12:28:00 -> 2021-12-14 12:30:00: isolated 1-bar active-session gap; does not match weekend, session-break, or holiday patterns; below the empirically observed natural break in the missing-bar distribution (no residual gap observed between 9 and 214 missing bars).",LOW,True
gapf_337519_20211214_2358,2021-12-14 23:58:00,2021-12-15 01:00:00,2021-12-14 23:59:00,2021-12-15 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2021,12,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-12-14 23:58:00 -> 2021-12-15 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_338898_20211215_2358,2021-12-15 23:58:00,2021-12-16 01:00:00,2021-12-15 23:59:00,2021-12-16 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2021,12,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-12-15 23:58:00 -> 2021-12-16 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_340277_20211216_2358,2021-12-16 23:58:00,2021-12-17 01:00:00,2021-12-16 23:59:00,2021-12-17 00:59:00,62.0,61,Thursday,Friday,23:58,01:00,2021,12,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-12-16 23:58:00 -> 2021-12-17 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_341655_20211217_2357,2021-12-17 23:57:00,2021-12-20 01:00:00,2021-12-17 23:58:00,2021-12-20 00:59:00,2943.0,2942,Friday,Monday,23:57,01:00,2021,12,TRAIN,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 23:57 close -> Monday 01:00 reopen, delta=2943min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_343034_20211220_2358,2021-12-20 23:58:00,2021-12-21 01:00:00,2021-12-20 23:59:00,2021-12-21 00:59:00,62.0,61,Monday,Tuesday,23:58,01:00,2021,12,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-12-20 23:58:00 -> 2021-12-21 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_344413_20211221_2358,2021-12-21 23:58:00,2021-12-22 01:00:00,2021-12-21 23:59:00,2021-12-22 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2021,12,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-12-21 23:58:00 -> 2021-12-22 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_345792_20211222_2358,2021-12-22 23:58:00,2021-12-23 01:00:00,2021-12-22 23:59:00,2021-12-23 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2021,12,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-12-22 23:58:00 -> 2021-12-23 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_347171_20211223_2358,2021-12-23 23:58:00,2021-12-27 01:00:00,2021-12-23 23:59:00,2021-12-27 00:59:00,4382.0,4381,Thursday,Monday,23:58,01:00,2021,12,TRAIN,EXPECTED_WEEKEND,EXPECTED_HOLIDAY_OR_CLOSURE,Holiday-extended closure (CHRISTMAS) starting before the weekend.,2021-12-23 23:58:00 (Thursday) -> 2021-12-27 01:00:00 (Monday): 4382min closure starting earlier than the ordinary weekend because it directly abuts the CHRISTMAS closure window.,MEDIUM,False
gapf_348550_20211227_2358,2021-12-27 23:58:00,2021-12-28 01:00:00,2021-12-27 23:59:00,2021-12-28 00:59:00,62.0,61,Monday,Tuesday,23:58,01:00,2021,12,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-12-27 23:58:00 -> 2021-12-28 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_349929_20211228_2358,2021-12-28 23:58:00,2021-12-29 01:00:00,2021-12-28 23:59:00,2021-12-29 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2021,12,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-12-28 23:58:00 -> 2021-12-29 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_351308_20211229_2358,2021-12-29 23:58:00,2021-12-30 01:00:00,2021-12-29 23:59:00,2021-12-30 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2021,12,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2021-12-29 23:58:00 -> 2021-12-30 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
