# run_classification=TRAIN_DISCOVERY_INCOMPLETE|PARTIAL_REAL_SMOKE
# dataset_id=V2_M1_LIVE_DATASET_V1
# dataset_fingerprint=8f5a20fd6b77dbebcfcf756b16e670cfb39712ff3e2b18a59f49073bd189e042
# experiment_fingerprint=4bae11977a441bb0a160eb8bf8258a325909968e3f303210e28847936946acca
timestamp_utc,thesis_id,candidate_id,passport_id,direction,parent_timeframe,candidate_timeframe,entry,stop_loss,take_profit,state,entry_touch_timestamp,outcome_timestamp,outcome,mae_r,mfe_r
2021-01-04 05:15:00,th_c6a3fea6cfabf2b7,cand_M5_th_c6a3fea6cfabf2b7_2021-01-04 05:15:00,pass_753630352e3175b0,LONG,M30,M5,1824.70,1814.70,1844.70,TARGET_REACHED,2021-01-04 05:15:00,2021-01-04 08:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:15:00,th_ab2b87b6a68aba30,cand_M5_th_ab2b87b6a68aba30_2021-01-04 05:15:00,pass_6c7ef91c72a6b6b0,LONG,M30,M5,1824.70,1814.70,1844.70,TARGET_REACHED,2021-01-04 05:15:00,2021-01-04 08:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:15:00,th_19305dc78a364622,cand_M5_th_19305dc78a364622_2021-01-04 05:15:00,pass_30822363680a2846,LONG,M30,M5,1824.70,1814.70,1844.70,TARGET_REACHED,2021-01-04 05:15:00,2021-01-04 08:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:15:00,th_e9804d1bd00856fe,cand_M5_th_e9804d1bd00856fe_2021-01-04 05:15:00,pass_ce3a0f23a5b3d155,LONG,M30,M5,1824.70,1814.70,1844.70,TARGET_REACHED,2021-01-04 05:15:00,2021-01-04 08:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:15:00,th_748ea98708c94abb,cand_M5_th_748ea98708c94abb_2021-01-04 05:15:00,pass_1ab26a62371756c8,LONG,M30,M5,1824.70,1814.70,1844.70,TARGET_REACHED,2021-01-04 05:15:00,2021-01-04 08:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:15:00,th_818f74a02dbe690b,cand_M5_th_818f74a02dbe690b_2021-01-04 05:15:00,pass_dc87d7979f773afd,LONG,M30,M5,1824.70,1814.70,1844.70,TARGET_REACHED,2021-01-04 05:15:00,2021-01-04 08:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:15:00,th_1de6b90c3de92f9d,cand_M5_th_1de6b90c3de92f9d_2021-01-04 05:15:00,pass_ea6521df9be2589c,LONG,M30,M5,1824.70,1814.70,1844.70,TARGET_REACHED,2021-01-04 05:15:00,2021-01-04 08:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:15:00,th_ec561c13dfa995be,cand_M5_th_ec561c13dfa995be_2021-01-04 05:15:00,pass_bc22bce9e357423b,LONG,M30,M5,1824.70,1814.70,1844.70,TARGET_REACHED,2021-01-04 05:15:00,2021-01-04 08:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:15:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 05:15:00,pass_8035833c4c7d054b,LONG,M30,M3,1824.70,1814.70,1844.70,TARGET_REACHED,2021-01-04 05:15:00,2021-01-04 08:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:15:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 05:15:00,pass_ecfd7829a2ff559c,LONG,M30,M3,1824.70,1814.70,1844.70,TARGET_REACHED,2021-01-04 05:15:00,2021-01-04 08:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:15:00,th_19305dc78a364622,cand_M3_th_19305dc78a364622_2021-01-04 05:15:00,pass_278692ef72eba79d,LONG,M30,M3,1824.70,1814.70,1844.70,TARGET_REACHED,2021-01-04 05:15:00,2021-01-04 08:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:15:00,th_e9804d1bd00856fe,cand_M3_th_e9804d1bd00856fe_2021-01-04 05:15:00,pass_e330057ffcb32564,LONG,M30,M3,1824.70,1814.70,1844.70,TARGET_REACHED,2021-01-04 05:15:00,2021-01-04 08:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:15:00,th_748ea98708c94abb,cand_M3_th_748ea98708c94abb_2021-01-04 05:15:00,pass_44653db30054411c,LONG,M30,M3,1824.70,1814.70,1844.70,TARGET_REACHED,2021-01-04 05:15:00,2021-01-04 08:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:15:00,th_818f74a02dbe690b,cand_M3_th_818f74a02dbe690b_2021-01-04 05:15:00,pass_3989b5475f93d143,LONG,M30,M3,1824.70,1814.70,1844.70,TARGET_REACHED,2021-01-04 05:15:00,2021-01-04 08:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:15:00,th_1de6b90c3de92f9d,cand_M3_th_1de6b90c3de92f9d_2021-01-04 05:15:00,pass_236c3772a6c022cb,LONG,M30,M3,1824.70,1814.70,1844.70,TARGET_REACHED,2021-01-04 05:15:00,2021-01-04 08:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:15:00,th_ec561c13dfa995be,cand_M3_th_ec561c13dfa995be_2021-01-04 05:15:00,pass_82288e4aa1a9a531,LONG,M30,M3,1824.70,1814.70,1844.70,TARGET_REACHED,2021-01-04 05:15:00,2021-01-04 08:14:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:18:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 05:18:00,pass_dbf61b2f3044bb17,LONG,M30,M3,1825.00,1815.00,1845.00,TARGET_REACHED,2021-01-04 05:18:00,2021-01-04 08:17:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:18:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 05:18:00,pass_3cd1a608efc130a4,LONG,M30,M3,1825.00,1815.00,1845.00,TARGET_REACHED,2021-01-04 05:18:00,2021-01-04 08:17:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:18:00,th_19305dc78a364622,cand_M3_th_19305dc78a364622_2021-01-04 05:18:00,pass_6c0353b2f90a6f3a,LONG,M30,M3,1825.00,1815.00,1845.00,TARGET_REACHED,2021-01-04 05:18:00,2021-01-04 08:17:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:18:00,th_e9804d1bd00856fe,cand_M3_th_e9804d1bd00856fe_2021-01-04 05:18:00,pass_01b73ddc95a58ed8,LONG,M30,M3,1825.00,1815.00,1845.00,TARGET_REACHED,2021-01-04 05:18:00,2021-01-04 08:17:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:18:00,th_748ea98708c94abb,cand_M3_th_748ea98708c94abb_2021-01-04 05:18:00,pass_a69e45966bfd80ce,LONG,M30,M3,1825.00,1815.00,1845.00,TARGET_REACHED,2021-01-04 05:18:00,2021-01-04 08:17:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:18:00,th_818f74a02dbe690b,cand_M3_th_818f74a02dbe690b_2021-01-04 05:18:00,pass_8c99d788fcd2b8fb,LONG,M30,M3,1825.00,1815.00,1845.00,TARGET_REACHED,2021-01-04 05:18:00,2021-01-04 08:17:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:18:00,th_1de6b90c3de92f9d,cand_M3_th_1de6b90c3de92f9d_2021-01-04 05:18:00,pass_47cc3b04152793c4,LONG,M30,M3,1825.00,1815.00,1845.00,TARGET_REACHED,2021-01-04 05:18:00,2021-01-04 08:17:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:18:00,th_ec561c13dfa995be,cand_M3_th_ec561c13dfa995be_2021-01-04 05:18:00,pass_4043b820db522e89,LONG,M30,M3,1825.00,1815.00,1845.00,TARGET_REACHED,2021-01-04 05:18:00,2021-01-04 08:17:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:20:00,th_c6a3fea6cfabf2b7,cand_M5_th_c6a3fea6cfabf2b7_2021-01-04 05:20:00,pass_86ada310592d32f9,LONG,M30,M5,1825.20,1815.20,1845.20,TARGET_REACHED,2021-01-04 05:20:00,2021-01-04 08:19:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:20:00,th_ab2b87b6a68aba30,cand_M5_th_ab2b87b6a68aba30_2021-01-04 05:20:00,pass_d80de25cc468c6e0,LONG,M30,M5,1825.20,1815.20,1845.20,TARGET_REACHED,2021-01-04 05:20:00,2021-01-04 08:19:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:20:00,th_19305dc78a364622,cand_M5_th_19305dc78a364622_2021-01-04 05:20:00,pass_1eb2df289a4abb03,LONG,M30,M5,1825.20,1815.20,1845.20,TARGET_REACHED,2021-01-04 05:20:00,2021-01-04 08:19:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:20:00,th_e9804d1bd00856fe,cand_M5_th_e9804d1bd00856fe_2021-01-04 05:20:00,pass_424c1c1d01132cdf,LONG,M30,M5,1825.20,1815.20,1845.20,TARGET_REACHED,2021-01-04 05:20:00,2021-01-04 08:19:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:20:00,th_748ea98708c94abb,cand_M5_th_748ea98708c94abb_2021-01-04 05:20:00,pass_ca35479fc0f00424,LONG,M30,M5,1825.20,1815.20,1845.20,TARGET_REACHED,2021-01-04 05:20:00,2021-01-04 08:19:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:20:00,th_818f74a02dbe690b,cand_M5_th_818f74a02dbe690b_2021-01-04 05:20:00,pass_d3e9d1a1f7bd3176,LONG,M30,M5,1825.20,1815.20,1845.20,TARGET_REACHED,2021-01-04 05:20:00,2021-01-04 08:19:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:20:00,th_1de6b90c3de92f9d,cand_M5_th_1de6b90c3de92f9d_2021-01-04 05:20:00,pass_34b0df970e5b0487,LONG,M30,M5,1825.20,1815.20,1845.20,TARGET_REACHED,2021-01-04 05:20:00,2021-01-04 08:19:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:20:00,th_ec561c13dfa995be,cand_M5_th_ec561c13dfa995be_2021-01-04 05:20:00,pass_3313959488b19c5e,LONG,M30,M5,1825.20,1815.20,1845.20,TARGET_REACHED,2021-01-04 05:20:00,2021-01-04 08:19:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:21:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 05:21:00,pass_eae8a01f213b7c11,LONG,M30,M3,1825.30,1815.30,1845.30,TARGET_REACHED,2021-01-04 05:21:00,2021-01-04 08:20:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:21:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 05:21:00,pass_f49cdf29b05812da,LONG,M30,M3,1825.30,1815.30,1845.30,TARGET_REACHED,2021-01-04 05:21:00,2021-01-04 08:20:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:21:00,th_19305dc78a364622,cand_M3_th_19305dc78a364622_2021-01-04 05:21:00,pass_ab08740a50a22d2c,LONG,M30,M3,1825.30,1815.30,1845.30,TARGET_REACHED,2021-01-04 05:21:00,2021-01-04 08:20:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:21:00,th_e9804d1bd00856fe,cand_M3_th_e9804d1bd00856fe_2021-01-04 05:21:00,pass_a0106715ddd5bc66,LONG,M30,M3,1825.30,1815.30,1845.30,TARGET_REACHED,2021-01-04 05:21:00,2021-01-04 08:20:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:21:00,th_748ea98708c94abb,cand_M3_th_748ea98708c94abb_2021-01-04 05:21:00,pass_2cfa44d58d2a2034,LONG,M30,M3,1825.30,1815.30,1845.30,TARGET_REACHED,2021-01-04 05:21:00,2021-01-04 08:20:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:21:00,th_818f74a02dbe690b,cand_M3_th_818f74a02dbe690b_2021-01-04 05:21:00,pass_21a172567a46929c,LONG,M30,M3,1825.30,1815.30,1845.30,TARGET_REACHED,2021-01-04 05:21:00,2021-01-04 08:20:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:21:00,th_1de6b90c3de92f9d,cand_M3_th_1de6b90c3de92f9d_2021-01-04 05:21:00,pass_e19c8a4ce11d56f2,LONG,M30,M3,1825.30,1815.30,1845.30,TARGET_REACHED,2021-01-04 05:21:00,2021-01-04 08:20:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:21:00,th_ec561c13dfa995be,cand_M3_th_ec561c13dfa995be_2021-01-04 05:21:00,pass_d6b38bda00baa5aa,LONG,M30,M3,1825.30,1815.30,1845.30,TARGET_REACHED,2021-01-04 05:21:00,2021-01-04 08:20:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:24:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 05:24:00,pass_88dd9ecabe24f3ed,LONG,M30,M3,1825.60,1815.60,1845.60,TARGET_REACHED,2021-01-04 05:24:00,2021-01-04 08:23:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:24:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 05:24:00,pass_e8064c5298e31ca1,LONG,M30,M3,1825.60,1815.60,1845.60,TARGET_REACHED,2021-01-04 05:24:00,2021-01-04 08:23:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:24:00,th_19305dc78a364622,cand_M3_th_19305dc78a364622_2021-01-04 05:24:00,pass_2bc84d8ebd158a90,LONG,M30,M3,1825.60,1815.60,1845.60,TARGET_REACHED,2021-01-04 05:24:00,2021-01-04 08:23:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:24:00,th_e9804d1bd00856fe,cand_M3_th_e9804d1bd00856fe_2021-01-04 05:24:00,pass_ffa4ff77eadd37df,LONG,M30,M3,1825.60,1815.60,1845.60,TARGET_REACHED,2021-01-04 05:24:00,2021-01-04 08:23:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:24:00,th_748ea98708c94abb,cand_M3_th_748ea98708c94abb_2021-01-04 05:24:00,pass_5b32d0dcf202e21e,LONG,M30,M3,1825.60,1815.60,1845.60,TARGET_REACHED,2021-01-04 05:24:00,2021-01-04 08:23:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:24:00,th_818f74a02dbe690b,cand_M3_th_818f74a02dbe690b_2021-01-04 05:24:00,pass_7063af2e494f41ac,LONG,M30,M3,1825.60,1815.60,1845.60,TARGET_REACHED,2021-01-04 05:24:00,2021-01-04 08:23:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:24:00,th_1de6b90c3de92f9d,cand_M3_th_1de6b90c3de92f9d_2021-01-04 05:24:00,pass_340c43098fb2dcc0,LONG,M30,M3,1825.60,1815.60,1845.60,TARGET_REACHED,2021-01-04 05:24:00,2021-01-04 08:23:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:24:00,th_ec561c13dfa995be,cand_M3_th_ec561c13dfa995be_2021-01-04 05:24:00,pass_86657600ca6c5540,LONG,M30,M3,1825.60,1815.60,1845.60,TARGET_REACHED,2021-01-04 05:24:00,2021-01-04 08:23:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:25:00,th_c6a3fea6cfabf2b7,cand_M5_th_c6a3fea6cfabf2b7_2021-01-04 05:25:00,pass_f1976ec81e7ec846,LONG,M30,M5,1825.70,1815.70,1845.70,TARGET_REACHED,2021-01-04 05:25:00,2021-01-04 08:24:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:25:00,th_ab2b87b6a68aba30,cand_M5_th_ab2b87b6a68aba30_2021-01-04 05:25:00,pass_45986588bb9cb89c,LONG,M30,M5,1825.70,1815.70,1845.70,TARGET_REACHED,2021-01-04 05:25:00,2021-01-04 08:24:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:25:00,th_19305dc78a364622,cand_M5_th_19305dc78a364622_2021-01-04 05:25:00,pass_716fe1acc1a48310,LONG,M30,M5,1825.70,1815.70,1845.70,TARGET_REACHED,2021-01-04 05:25:00,2021-01-04 08:24:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:25:00,th_e9804d1bd00856fe,cand_M5_th_e9804d1bd00856fe_2021-01-04 05:25:00,pass_769940e3a2a798c4,LONG,M30,M5,1825.70,1815.70,1845.70,TARGET_REACHED,2021-01-04 05:25:00,2021-01-04 08:24:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:25:00,th_748ea98708c94abb,cand_M5_th_748ea98708c94abb_2021-01-04 05:25:00,pass_dd265c85a02dd12e,LONG,M30,M5,1825.70,1815.70,1845.70,TARGET_REACHED,2021-01-04 05:25:00,2021-01-04 08:24:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:25:00,th_818f74a02dbe690b,cand_M5_th_818f74a02dbe690b_2021-01-04 05:25:00,pass_604c30aa16beb621,LONG,M30,M5,1825.70,1815.70,1845.70,TARGET_REACHED,2021-01-04 05:25:00,2021-01-04 08:24:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:25:00,th_1de6b90c3de92f9d,cand_M5_th_1de6b90c3de92f9d_2021-01-04 05:25:00,pass_2f1aabb6afabc708,LONG,M30,M5,1825.70,1815.70,1845.70,TARGET_REACHED,2021-01-04 05:25:00,2021-01-04 08:24:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:25:00,th_ec561c13dfa995be,cand_M5_th_ec561c13dfa995be_2021-01-04 05:25:00,pass_640d05b6a3d5ec3b,LONG,M30,M5,1825.70,1815.70,1845.70,TARGET_REACHED,2021-01-04 05:25:00,2021-01-04 08:24:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:27:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 05:27:00,pass_166f6d65c2184db9,LONG,M30,M3,1825.90,1815.90,1845.90,TARGET_REACHED,2021-01-04 05:27:00,2021-01-04 08:26:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:27:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 05:27:00,pass_650aa274379b000f,LONG,M30,M3,1825.90,1815.90,1845.90,TARGET_REACHED,2021-01-04 05:27:00,2021-01-04 08:26:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:27:00,th_19305dc78a364622,cand_M3_th_19305dc78a364622_2021-01-04 05:27:00,pass_a67625f31fae723f,LONG,M30,M3,1825.90,1815.90,1845.90,TARGET_REACHED,2021-01-04 05:27:00,2021-01-04 08:26:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:27:00,th_e9804d1bd00856fe,cand_M3_th_e9804d1bd00856fe_2021-01-04 05:27:00,pass_01f4ac7c5ae362fa,LONG,M30,M3,1825.90,1815.90,1845.90,TARGET_REACHED,2021-01-04 05:27:00,2021-01-04 08:26:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:27:00,th_748ea98708c94abb,cand_M3_th_748ea98708c94abb_2021-01-04 05:27:00,pass_9cf41eda954596ea,LONG,M30,M3,1825.90,1815.90,1845.90,TARGET_REACHED,2021-01-04 05:27:00,2021-01-04 08:26:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:27:00,th_818f74a02dbe690b,cand_M3_th_818f74a02dbe690b_2021-01-04 05:27:00,pass_a09def75b1bd0fd9,LONG,M30,M3,1825.90,1815.90,1845.90,TARGET_REACHED,2021-01-04 05:27:00,2021-01-04 08:26:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:27:00,th_1de6b90c3de92f9d,cand_M3_th_1de6b90c3de92f9d_2021-01-04 05:27:00,pass_e6ba87c434eaa942,LONG,M30,M3,1825.90,1815.90,1845.90,TARGET_REACHED,2021-01-04 05:27:00,2021-01-04 08:26:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:27:00,th_ec561c13dfa995be,cand_M3_th_ec561c13dfa995be_2021-01-04 05:27:00,pass_15e075c66f579f2d,LONG,M30,M3,1825.90,1815.90,1845.90,TARGET_REACHED,2021-01-04 05:27:00,2021-01-04 08:26:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_c6a3fea6cfabf2b7,cand_M5_th_c6a3fea6cfabf2b7_2021-01-04 05:30:00,pass_0ad611c6e3d0d9f6,LONG,M30,M5,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_ab2b87b6a68aba30,cand_M5_th_ab2b87b6a68aba30_2021-01-04 05:30:00,pass_c228f2fdb5ef66b0,LONG,M30,M5,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_19305dc78a364622,cand_M5_th_19305dc78a364622_2021-01-04 05:30:00,pass_8066977911c48618,LONG,M30,M5,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_e9804d1bd00856fe,cand_M5_th_e9804d1bd00856fe_2021-01-04 05:30:00,pass_8a162bf6be00c26b,LONG,M30,M5,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_748ea98708c94abb,cand_M5_th_748ea98708c94abb_2021-01-04 05:30:00,pass_2be6386272582f23,LONG,M30,M5,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_818f74a02dbe690b,cand_M5_th_818f74a02dbe690b_2021-01-04 05:30:00,pass_e9ae9e1672cdd407,LONG,M30,M5,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_1de6b90c3de92f9d,cand_M5_th_1de6b90c3de92f9d_2021-01-04 05:30:00,pass_7eef34e5f2beec8d,LONG,M30,M5,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_ec561c13dfa995be,cand_M5_th_ec561c13dfa995be_2021-01-04 05:30:00,pass_910f4893e53f988a,LONG,M30,M5,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_a8e2cd8e2710a9e1,cand_M5_th_a8e2cd8e2710a9e1_2021-01-04 05:30:00,pass_d6fa5725caeeb151,LONG,M30,M5,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 05:30:00,pass_0f75ff34c4980afe,LONG,M30,M3,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 05:30:00,pass_38be641986a61ae7,LONG,M30,M3,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_19305dc78a364622,cand_M3_th_19305dc78a364622_2021-01-04 05:30:00,pass_5472ca27fa302862,LONG,M30,M3,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_e9804d1bd00856fe,cand_M3_th_e9804d1bd00856fe_2021-01-04 05:30:00,pass_0761554b72cfd258,LONG,M30,M3,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_748ea98708c94abb,cand_M3_th_748ea98708c94abb_2021-01-04 05:30:00,pass_b77b2b840bba706c,LONG,M30,M3,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_818f74a02dbe690b,cand_M3_th_818f74a02dbe690b_2021-01-04 05:30:00,pass_e9320db9b759aa9e,LONG,M30,M3,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_1de6b90c3de92f9d,cand_M3_th_1de6b90c3de92f9d_2021-01-04 05:30:00,pass_21cf49a103cbbad0,LONG,M30,M3,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_ec561c13dfa995be,cand_M3_th_ec561c13dfa995be_2021-01-04 05:30:00,pass_07efd79e15d1f21d,LONG,M30,M3,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:30:00,th_a8e2cd8e2710a9e1,cand_M3_th_a8e2cd8e2710a9e1_2021-01-04 05:30:00,pass_d5716f5492d3cae3,LONG,M30,M3,1826.20,1816.20,1846.20,TARGET_REACHED,2021-01-04 05:30:00,2021-01-04 08:29:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:33:00,th_c6a3fea6cfabf2b7,cand_M3_th_c6a3fea6cfabf2b7_2021-01-04 05:33:00,pass_a7a3db413f907bf1,LONG,M30,M3,1826.50,1816.50,1846.50,TARGET_REACHED,2021-01-04 05:33:00,2021-01-04 08:32:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:33:00,th_ab2b87b6a68aba30,cand_M3_th_ab2b87b6a68aba30_2021-01-04 05:33:00,pass_2997144f0470eec5,LONG,M30,M3,1826.50,1816.50,1846.50,TARGET_REACHED,2021-01-04 05:33:00,2021-01-04 08:32:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:33:00,th_19305dc78a364622,cand_M3_th_19305dc78a364622_2021-01-04 05:33:00,pass_76328cac3fba3207,LONG,M30,M3,1826.50,1816.50,1846.50,TARGET_REACHED,2021-01-04 05:33:00,2021-01-04 08:32:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:33:00,th_e9804d1bd00856fe,cand_M3_th_e9804d1bd00856fe_2021-01-04 05:33:00,pass_69ad0ed298f10700,LONG,M30,M3,1826.50,1816.50,1846.50,TARGET_REACHED,2021-01-04 05:33:00,2021-01-04 08:32:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:33:00,th_748ea98708c94abb,cand_M3_th_748ea98708c94abb_2021-01-04 05:33:00,pass_2d398c43398c4584,LONG,M30,M3,1826.50,1816.50,1846.50,TARGET_REACHED,2021-01-04 05:33:00,2021-01-04 08:32:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:33:00,th_818f74a02dbe690b,cand_M3_th_818f74a02dbe690b_2021-01-04 05:33:00,pass_cf135ef4e7325964,LONG,M30,M3,1826.50,1816.50,1846.50,TARGET_REACHED,2021-01-04 05:33:00,2021-01-04 08:32:00,TARGET_REACHED,0.05,2.01
2021-01-04 05:33:00,th_1de6b90c3de92f9d,cand_M3_th_1de6b90c3de92f9d_2021-01-04 05:33:00,pass_0adee83a30f67063,LONG,M30,M3,1826.50,1816.50,1846.50,TARGET_REACHED,2021-01-04 05:33:00,2021-01-04 08:32:00,TARGET_REACHED,0.05,2.01
