<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.04.27	06:30:00	4715.57	4729.40	4715.28	4724.03	5150	0	31
2026.04.27	07:00:00	4723.88	4727.89	4723.61	4726.71	2673	0	33
2026.04.27	07:30:00	4726.79	4729.80	4722.50	4724.79	4045	0	43
2026.04.27	08:00:00	4724.85	4725.30	4715.99	4718.05	4197	0	30
2026.04.27	08:30:00	4718.03	4718.27	4708.62	4710.00	6492	0	30
2026.04.27	09:00:00	4710.00	4715.43	4709.12	4714.19	6596	0	34
2026.04.27	09:30:00	4714.18	4715.32	4709.24	4712.72	6005	0	30
2026.04.27	10:00:00	4712.71	4718.17	4710.88	4715.86	6137	0	30
2026.04.27	10:30:00	4715.90	4717.23	4709.90	4713.18	5886	0	30
2026.04.27	11:00:00	4713.20	4714.20	4709.33	4710.57	6656	0	32
2026.04.27	11:30:00	4710.56	4714.57	4705.24	4706.65	5436	0	30
2026.04.27	12:00:00	4706.67	4708.03	4701.47	4702.22	4260	0	30
2026.04.27	12:30:00	4702.18	4705.31	4699.29	4703.42	4867	0	34
2026.04.27	13:00:00	4703.52	4706.73	4699.41	4704.94	3148	0	41
2026.04.27	13:30:00	4705.00	4710.66	4704.55	4708.60	3733	0	30
2026.04.27	14:00:00	4708.65	4708.97	4700.14	4705.08	4585	0	30
2026.04.27	14:30:00	4705.11	4708.37	4699.91	4704.65	4822	0	31
2026.04.27	15:00:00	4704.70	4712.49	4701.94	4706.95	6780	0	30
2026.04.27	15:30:00	4706.96	4707.64	4696.67	4699.02	7303	0	30
2026.04.27	16:00:00	4699.00	4703.28	4693.16	4699.81	8628	0	30
2026.04.27	16:30:00	4699.74	4702.42	4689.04	4696.05	12294	0	30
2026.04.27	17:00:00	4696.10	4696.43	4686.08	4688.87	11849	0	30
2026.04.27	17:30:00	4688.84	4696.57	4676.45	4677.97	12033	0	31
2026.04.27	18:00:00	4678.03	4680.97	4667.05	4680.92	10797	0	30
2026.04.27	18:30:00	4681.03	4682.36	4667.86	4669.88	8142	0	30
2026.04.27	19:00:00	4669.87	4677.60	4667.18	4676.22	8159	0	30
2026.04.27	19:30:00	4676.18	4679.36	4674.17	4676.48	6384	0	33
2026.04.27	20:00:00	4676.54	4679.86	4668.11	4679.68	8513	0	37
2026.04.27	20:30:00	4679.82	4686.01	4679.30	4682.03	7311	0	30
2026.04.27	21:00:00	4682.01	4685.33	4678.83	4683.91	6208	0	36
2026.04.27	21:30:00	4683.85	4685.16	4680.52	4680.52	4700	0	30
2026.04.27	22:00:00	4680.47	4682.51	4678.34	4682.07	4449	0	41
2026.04.27	22:30:00	4682.19	4682.23	4676.55	4680.64	5672	0	41
2026.04.27	23:00:00	4680.51	4681.30	4677.34	4679.57	2377	0	46
2026.04.27	23:30:00	4679.63	4681.67	4678.26	4681.67	1995	0	46
2026.04.28	01:00:00	4683.58	4691.10	4682.23	4688.95	4193	0	47
2026.04.28	01:30:00	4688.94	4689.59	4686.05	4687.74	2573	0	47
2026.04.28	02:00:00	4687.71	4691.54	4687.06	4690.41	2566	0	46
2026.04.28	02:30:00	4690.42	4694.86	4690.30	4691.74	3044	0	46
2026.04.28	03:00:00	4691.83	4701.08	4691.60	4694.76	7094	0	46
2026.04.28	03:30:00	4694.75	4695.00	4690.34	4690.44	5604	0	46
2026.04.28	04:00:00	4690.36	4690.77	4684.27	4687.45	8646	0	33
2026.04.28	04:30:00	4687.49	4691.30	4669.49	4670.65	8068	0	36
2026.04.28	05:00:00	4670.69	4679.65	4666.13	4675.38	5719	0	40
2026.04.28	05:30:00	4675.45	4675.45	4666.40	4669.05	6376	0	30
2026.04.28	06:00:00	4669.07	4675.69	4668.28	4674.81	4469	0	40
2026.04.28	06:30:00	4674.79	4675.25	4669.20	4670.87	2849	0	43
2026.04.28	07:00:00	4670.86	4671.12	4666.39	4667.31	3601	0	39
2026.04.28	07:30:00	4667.28	4669.91	4666.76	4667.49	2451	0	42
2026.04.28	08:00:00	4667.53	4667.84	4648.88	4658.14	5728	0	30
2026.04.28	08:30:00	4658.18	4658.41	4623.77	4632.13	10881	0	30
2026.04.28	09:00:00	4632.12	4642.84	4623.39	4631.49	9315	0	30
2026.04.28	09:30:00	4631.45	4634.55	4623.17	4628.87	7519	0	30
2026.04.28	10:00:00	4628.86	4639.18	4627.07	4629.52	7231	0	30
2026.04.28	10:30:00	4629.50	4635.34	4620.47	4633.02	7132	0	30
2026.04.28	11:00:00	4632.94	4633.41	4614.72	4626.82	9166	0	30
2026.04.28	11:30:00	4626.67	4635.22	4625.05	4629.49	7335	0	30
2026.04.28	12:00:00	4629.46	4629.84	4612.93	4618.18	7542	0	30
2026.04.28	12:30:00	4618.14	4618.92	4604.46	4604.66	8219	0	30
2026.04.28	13:00:00	4604.25	4616.36	4604.25	4611.41	6927	0	30
2026.04.28	13:30:00	4611.33	4615.69	4603.13	4603.14	6022	0	40
2026.04.28	14:00:00	4602.20	4608.61	4594.01	4599.30	8298	0	30
2026.04.28	14:30:00	4599.28	4599.68	4555.33	4562.59	11944	0	30
2026.04.28	15:00:00	4562.73	4597.95	4554.75	4580.05	11801	0	30
2026.04.28	15:30:00	4580.04	4599.93	4570.44	4593.63	10685	0	30
2026.04.28	16:00:00	4593.59	4594.50	4571.10	4581.47	12283	0	30
2026.04.28	16:30:00	4581.37	4592.49	4570.69	4580.31	14342	0	30
2026.04.28	17:00:00	4580.29	4580.49	4564.35	4571.28	13953	0	30
2026.04.28	17:30:00	4571.43	4577.88	4557.18	4574.39	14785	0	30
2026.04.28	18:00:00	4574.38	4581.72	4566.89	4576.83	13672	0	32
2026.04.28	18:30:00	4576.80	4586.34	4570.99	4586.30	11408	0	30
2026.04.28	19:00:00	4586.38	4586.79	4577.69	4582.75	10265	0	30
2026.04.28	19:30:00	4582.73	4594.74	4580.51	4592.10	8922	0	44
2026.04.28	20:00:00	4592.06	4597.11	4587.13	4593.52	9366	0	42
2026.04.28	20:30:00	4593.65	4601.30	4593.61	4594.52	8184	0	30
2026.04.28	21:00:00	4594.57	4600.49	4591.95	4598.80	8351	0	30
2026.04.28	21:30:00	4598.84	4599.40	4592.93	4594.14	6320	0	46
2026.04.28	22:00:00	4594.11	4598.55	4593.62	4596.09	6777	0	46
2026.04.28	22:30:00	4596.16	4599.76	4593.17	4595.50	7029	0	40
2026.04.28	23:00:00	4595.49	4598.58	4590.99	4592.67	4162	0	30
2026.04.28	23:30:00	4592.68	4597.19	4592.20	4596.93	2509	0	30
2026.04.29	01:00:00	4597.78	4599.74	4594.21	4595.65	2715	0	47
2026.04.29	01:30:00	4595.69	4597.05	4592.22	4593.91	1991	0	46
2026.04.29	02:00:00	4593.97	4594.35	4589.12	4592.03	2700	0	46
2026.04.29	02:30:00	4592.06	4595.96	4587.83	4595.46	4029	0	44
2026.04.29	03:00:00	4595.50	4610.26	4594.75	4599.92	6644	0	46
2026.04.29	03:30:00	4599.93	4604.63	4596.06	4600.09	4810	0	46
2026.04.29	04:00:00	4600.10	4600.29	4575.55	4580.40	10658	0	30
2026.04.29	04:30:00	4580.40	4591.50	4578.96	4584.73	9063	0	30
2026.04.29	05:00:00	4584.78	4604.08	4584.76	4598.96	7150	0	30
2026.04.29	05:30:00	4599.01	4601.66	4592.23	4593.64	6660	0	32
2026.04.29	06:00:00	4593.65	4603.11	4592.72	4598.69	5348	0	40
2026.04.29	06:30:00	4598.68	4598.68	4591.99	4595.40	2729	0	30
2026.04.29	07:00:00	4595.57	4603.38	4595.24	4601.71	3523	0	43
2026.04.29	07:30:00	4601.72	4605.51	4601.47	4604.64	3024	0	30
2026.04.29	08:00:00	4604.61	4607.55	4598.51	4600.46	3049	0	30
2026.04.29	08:30:00	4600.57	4603.11	4590.52	4590.93	5273	0	30
2026.04.29	09:00:00	4590.77	4598.56	4581.11	4584.88	7667	0	30
2026.04.29	09:30:00	4584.89	4587.50	4580.70	4584.42	6931	0	30
2026.04.29	10:00:00	4584.34	4588.72	4569.47	4575.06	7951	0	30
2026.04.29	10:30:00	4575.05	4578.53	4567.21	4567.79	8043	0	30
2026.04.29	11:00:00	4567.77	4573.21	4564.37	4566.40	8565	0	30
2026.04.29	11:30:00	4566.19	4576.59	4557.10	4573.01	7654	0	30
2026.04.29	12:00:00	4573.05	4580.71	4565.58	4565.70	6829	0	30
2026.04.29	12:30:00	4565.69	4569.48	4551.50	4555.60	8566	0	30
2026.04.29	13:00:00	4555.51	4573.03	4554.90	4571.61	6575	0	30
2026.04.29	13:30:00	4571.67	4576.38	4563.81	4569.70	5271	0	32
2026.04.29	14:00:00	4569.69	4571.81	4564.03	4564.57	5998	0	30
2026.04.29	14:30:00	4564.34	4571.65	4559.04	4561.58	6224	0	30
2026.04.29	15:00:00	4561.55	4568.86	4559.27	4559.32	5871	0	30
2026.04.29	15:30:00	4559.25	4559.83	4542.05	4544.78	8629	0	30
2026.04.29	16:00:00	4544.94	4553.17	4534.40	4537.73	10336	0	30
2026.04.29	16:30:00	4537.66	4539.41	4510.00	4521.76	13922	0	30
2026.04.29	17:00:00	4521.65	4537.46	4517.66	4533.09	13016	0	30
2026.04.29	17:30:00	4533.05	4542.68	4530.69	4539.20	10000	0	40
2026.04.29	18:00:00	4539.18	4546.72	4536.08	4543.33	9684	0	30
2026.04.29	18:30:00	4543.25	4558.76	4540.05	4547.57	11114	0	30
2026.04.29	19:00:00	4547.65	4564.71	4546.94	4560.15	11345	0	30
2026.04.29	19:30:00	4560.12	4560.12	4543.23	4545.38	10379	0	30
2026.04.29	20:00:00	4545.42	4554.37	4542.64	4547.07	10845	0	30
2026.04.29	20:30:00	4547.00	4548.36	4541.40	4546.70	9470	0	30
2026.04.29	21:00:00	4547.45	4552.63	4524.88	4532.75	13445	0	30
2026.04.29	21:30:00	4532.74	4541.02	4518.06	4537.81	13832	0	30
2026.04.29	22:00:00	4537.80	4550.41	4532.96	4542.63	12433	0	30
2026.04.29	22:30:00	4542.43	4549.67	4537.47	4546.75	9614	0	30
2026.04.29	23:00:00	4546.70	4553.36	4541.26	4543.22	10788	0	39
2026.04.29	23:30:00	4543.23	4546.60	4541.28	4543.40	6214	0	48
2026.04.30	01:00:00	4545.38	4550.70	4539.22	4548.88	4840	0	47
2026.04.30	01:30:00	4548.87	4552.52	4547.21	4551.94	5023	0	48
2026.04.30	02:00:00	4551.95	4554.95	4549.46	4551.49	5037	0	39
2026.04.30	02:30:00	4551.50	4561.82	4551.24	4561.51	5342	0	34
2026.04.30	03:00:00	4561.63	4568.42	4556.19	4563.40	9353	0	45
2026.04.30	03:30:00	4563.41	4574.07	4562.10	4569.76	6678	0	46
2026.04.30	04:00:00	4569.72	4580.97	4564.55	4579.72	9025	0	41
2026.04.30	04:30:00	4579.88	4582.38	4570.79	4579.16	8459	0	30
2026.04.30	05:00:00	4579.14	4581.77	4571.69	4572.97	5788	0	30
2026.04.30	05:30:00	4572.69	4573.95	4559.79	4564.81	8309	0	30
2026.04.30	06:00:00	4564.76	4568.92	4562.50	4563.19	5625	0	30
2026.04.30	06:30:00	4563.45	4563.82	4555.45	4555.73	4948	0	37
2026.04.30	07:00:00	4555.81	4556.86	4545.53	4547.12	6654	0	30
2026.04.30	07:30:00	4547.02	4549.35	4540.86	4541.87	5925	0	30
2026.04.30	08:00:00	4541.85	4558.93	4541.71	4555.46	5548	0	46
2026.04.30	08:30:00	4555.48	4569.58	4553.58	4562.57	7711	0	30
2026.04.30	09:00:00	4562.65	4570.87	4560.04	4569.44	7986	0	30
2026.04.30	09:30:00	4569.43	4591.37	4569.43	4589.33	9035	0	30
2026.04.30	10:00:00	4589.38	4595.65	4584.64	4591.35	9422	0	30
2026.04.30	10:30:00	4591.22	4605.30	4588.02	4598.33	6591	0	30
2026.04.30	11:00:00	4598.34	4629.48	4597.27	4617.33	9893	0	30
2026.04.30	11:30:00	4617.32	4620.63	4613.60	4616.13	8362	0	30
2026.04.30	12:00:00	4616.25	4626.57	4614.26	4625.43	8107	0	30
2026.04.30	12:30:00	4625.46	4631.61	4618.10	4625.06	9484	0	30
2026.04.30	13:00:00	4625.05	4643.94	4623.50	4643.55	7865	0	30
2026.04.30	13:30:00	4643.62	4646.91	4633.77	4639.65	9808	0	30
2026.04.30	14:00:00	4639.69	4645.47	4630.30	4637.45	9941	0	30
2026.04.30	14:30:00	4637.51	4637.53	4626.60	4630.10	8734	0	30
2026.04.30	15:00:00	4630.11	4637.36	4628.36	4629.27	8237	0	30
2026.04.30	15:30:00	4629.29	4639.93	4624.46	4639.41	9491	0	30
2026.04.30	16:00:00	4639.43	4645.77	4632.90	4633.45	10472	0	30
2026.04.30	16:30:00	4633.38	4634.48	4610.48	4610.74	13407	0	30
2026.04.30	17:00:00	4610.81	4625.81	4609.03	4622.77	14210	0	30
2026.04.30	17:30:00	4622.74	4623.66	4610.68	4619.77	12775	0	32
2026.04.30	18:00:00	4619.69	4624.40	4614.77	4622.78	11882	0	40
2026.04.30	18:30:00	4622.72	4625.33	4611.19	4615.16	10055	0	30
2026.04.30	19:00:00	4615.11	4617.26	4605.35	4607.82	9894	0	44
2026.04.30	19:30:00	4607.79	4617.59	4605.24	4607.33	7863	0	30
2026.04.30	20:00:00	4607.50	4620.58	4607.46	4617.46	8963	0	30
2026.04.30	20:30:00	4617.35	4621.51	4614.78	4616.66	8277	0	30
2026.04.30	21:00:00	4616.67	4625.03	4616.62	4620.58	7695	0	46
2026.04.30	21:30:00	4620.75	4624.90	4618.99	4622.26	6407	0	31
2026.04.30	22:00:00	4622.24	4627.23	4616.79	4617.60	7789	0	42
2026.04.30	22:30:00	4617.63	4623.06	4614.37	4616.81	8563	0	32
2026.04.30	23:00:00	4616.99	4620.22	4615.63	4616.58	5293	0	42
2026.04.30	23:30:00	4616.06	4621.76	4615.31	4621.61	3312	0	30
2026.05.01	01:00:00	4625.50	4636.03	4625.38	4630.98	3945	0	49
2026.05.01	01:30:00	4630.99	4632.15	4626.67	4630.21	4704	0	46
2026.05.01	02:00:00	4630.27	4631.94	4628.02	4630.51	3923	0	46
2026.05.01	02:30:00	4630.48	4633.90	4626.26	4626.37	5742	0	46
2026.05.01	03:00:00	4626.31	4630.88	4620.54	4623.54	8528	0	35
2026.05.01	03:30:00	4623.52	4624.92	4618.28	4619.48	7332	0	30
2026.05.01	04:00:00	4619.53	4620.78	4613.86	4616.24	5499	0	42
2026.05.01	04:30:00	4616.15	4622.14	4615.99	4620.86	5639	0	30
2026.05.01	05:00:00	4620.55	4635.85	4619.70	4629.35	5704	0	38
2026.05.01	05:30:00	4629.33	4630.99	4616.56	4619.09	5130	0	46
2026.05.01	06:00:00	4619.03	4626.58	4617.69	4626.20	4323	0	46
2026.05.01	06:30:00	4626.18	4631.86	4625.26	4626.54	5299	0	46
2026.05.01	07:00:00	4626.57	4628.67	4617.10	4617.54	4716	0	46
2026.05.01	07:30:00	4617.53	4618.07	4608.98	4609.01	5344	0	46
2026.05.01	08:00:00	4608.99	4616.01	4607.41	4614.58	5029	0	37
2026.05.01	08:30:00	4614.55	4615.25	4602.82	4604.75	5583	0	45
2026.05.01	09:00:00	4604.77	4607.70	4593.17	4593.25	6954	0	38
2026.05.01	09:30:00	4593.35	4597.39	4590.75	4594.53	7567	0	36
2026.05.01	10:00:00	4594.37	4597.90	4585.12	4592.20	6902	0	30
2026.05.01	10:30:00	4592.23	4592.39	4575.78	4578.08	5315	0	30
2026.05.01	11:00:00	4578.06	4582.43	4566.29	4567.19	6078	0	30
2026.05.01	11:30:00	4567.02	4572.62	4564.98	4568.69	4411	0	34
2026.05.01	12:00:00	4568.89	4571.08	4564.11	4569.09	4512	0	31
2026.05.01	12:30:00	4568.99	4572.73	4560.02	4562.56	5921	0	30
2026.05.01	13:00:00	4562.58	4572.53	4561.29	4572.01	4607	0	42
2026.05.01	13:30:00	4572.00	4575.84	4565.93	4566.71	4530	0	30
2026.05.01	14:00:00	4566.71	4576.32	4562.38	4571.65	6347	0	30
2026.05.01	14:30:00	4571.64	4579.52	4570.05	4578.51	6991	0	30
2026.05.01	15:00:00	4578.49	4607.38	4574.78	4602.71	9161	0	30
2026.05.01	15:30:00	4602.79	4603.08	4588.85	4590.97	7712	0	30
2026.05.01	16:00:00	4590.95	4597.05	4586.50	4589.11	6959	0	34
2026.05.01	16:30:00	4589.15	4628.69	4586.41	4625.51	12283	0	30
2026.05.01	17:00:00	4625.62	4660.14	4625.62	4644.44	13303	0	30
2026.05.01	17:30:00	4644.41	4646.20	4627.20	4632.03	12388	0	30
2026.05.01	18:00:00	4632.00	4640.49	4618.91	4636.33	9837	0	30
2026.05.01	18:30:00	4636.50	4647.95	4633.06	4643.13	7288	0	30
2026.05.01	19:00:00	4643.06	4649.98	4637.73	4637.77	9384	0	30
2026.05.01	19:30:00	4637.82	4642.78	4633.72	4638.69	7198	0	46
2026.05.01	20:00:00	4638.72	4642.54	4630.74	4631.50	6373	0	46
2026.05.01	20:30:00	4631.49	4634.77	4626.68	4629.35	7299	0	30
2026.05.01	21:00:00	4629.35	4630.55	4613.59	4623.10	8283	0	46
2026.05.01	21:30:00	4623.33	4625.79	4615.99	4624.15	8599	0	46
2026.05.01	22:00:00	4624.15	4627.55	4620.33	4624.19	6586	0	46
2026.05.01	22:30:00	4624.21	4624.43	4608.70	4610.57	8565	0	30
2026.05.01	23:00:00	4610.61	4615.96	4606.84	4613.16	5107	0	46
2026.05.01	23:30:00	4613.18	4616.49	4609.67	4613.55	3395	0	47
2026.05.04	01:00:00	4631.50	4636.36	4612.04	4620.15	5038	0	65
2026.05.04	01:30:00	4620.19	4629.22	4618.20	4618.73	5018	0	48
2026.05.04	02:00:00	4618.69	4620.70	4611.12	4616.98	5114	0	49
2026.05.04	02:30:00	4616.97	4618.29	4611.43	4613.73	5951	0	49
2026.05.04	03:00:00	4613.70	4616.46	4601.44	4605.76	10054	0	46
2026.05.04	03:30:00	4605.79	4613.33	4604.69	4612.82	7385	0	46
2026.05.04	04:00:00	4612.76	4613.87	4594.15	4594.56	7885	0	46
2026.05.04	04:30:00	4594.55	4613.60	4592.61	4612.90	5823	0	46
2026.05.04	05:00:00	4612.80	4618.39	4591.55	4592.94	5117	0	30
2026.05.04	05:30:00	4592.86	4611.10	4591.00	4605.83	5065	0	35
2026.05.04	06:00:00	4605.72	4611.67	4604.34	4609.39	5094	0	46
2026.05.04	06:30:00	4609.38	4616.93	4598.34	4614.84	5842	0	36
2026.05.04	07:00:00	4614.88	4615.24	4606.96	4607.87	4024	0	46
2026.05.04	07:30:00	4607.83	4612.92	4605.18	4605.97	4505	0	30
2026.05.04	08:00:00	4605.99	4613.00	4595.68	4596.50	7166	0	30
2026.05.04	08:30:00	4596.55	4601.75	4592.05	4598.85	6537	0	46
2026.05.04	09:00:00	4598.98	4600.56	4587.65	4593.82	6892	0	30
2026.05.04	09:30:00	4593.97	4595.46	4583.57	4588.51	7202	0	34
2026.05.04	10:00:00	4588.46	4593.24	4583.34	4585.86	7022	0	36
2026.05.04	10:30:00	4585.91	4590.70	4577.92	4578.86	7400	0	38
2026.05.04	11:00:00	4578.79	4580.98	4574.03	4574.92	7877	0	30
2026.05.04	11:30:00	4574.94	4581.29	4573.66	4576.86	6083	0	31
2026.05.04	12:00:00	4576.77	4584.29	4576.06	4581.19	5731	0	46
2026.05.04	12:30:00	4581.20	4584.33	4572.23	4575.28	4388	0	37
2026.05.04	13:00:00	4575.25	4575.70	4525.86	4544.84	14272	0	30
2026.05.04	13:30:00	4544.85	4566.75	4542.93	4562.41	10313	0	30
2026.05.04	14:00:00	4562.59	4570.60	4561.19	4562.08	8803	0	30
2026.05.04	14:30:00	4561.98	4562.88	4551.36	4560.24	8588	0	30
2026.05.04	15:00:00	4560.23	4579.14	4559.14	4568.46	9280	0	30
2026.05.04	15:30:00	4568.45	4575.71	4560.98	4568.20	8097	0	30
2026.05.04	16:00:00	4568.18	4575.34	4557.19	4560.92	9774	0	30
2026.05.04	16:30:00	4560.99	4570.65	4555.52	4563.88	12594	0	30
2026.05.04	17:00:00	4563.89	4582.01	4553.46	4571.07	11703	0	30
2026.05.04	17:30:00	4571.08	4583.05	4559.62	4561.52	9142	0	31
2026.05.04	18:00:00	4561.53	4565.88	4514.31	4537.85	13377	0	30
2026.05.04	18:30:00	4538.13	4542.71	4512.14	4521.42	13034	0	30
2026.05.04	19:00:00	4521.23	4526.80	4500.55	4514.75	14260	0	30
2026.05.04	19:30:00	4514.72	4518.78	4507.28	4510.54	9890	0	30
2026.05.04	20:00:00	4510.51	4531.47	4510.51	4524.17	9459	0	30
2026.05.04	20:30:00	4524.08	4527.50	4521.47	4522.26	6388	0	46
2026.05.04	21:00:00	4522.27	4525.14	4509.67	4511.81	6373	0	38
2026.05.04	21:30:00	4511.79	4516.33	4510.49	4516.23	5816	0	30
2026.05.04	22:00:00	4516.19	4525.77	4511.18	4522.19	7231	0	30
2026.05.04	22:30:00	4522.23	4527.05	4515.09	4517.61	4905	0	30
2026.05.04	23:00:00	4517.65	4517.98	4511.60	4515.10	2403	0	34
2026.05.04	23:30:00	4515.09	4523.77	4514.53	4523.63	1588	0	30
2026.05.05	01:00:00	4523.62	4525.44	4517.87	4519.68	1927	0	46
2026.05.05	01:30:00	4519.69	4522.01	4515.48	4517.39	1611	0	46
2026.05.05	02:00:00	4517.33	4521.53	4516.09	4520.94	1632	0	46
2026.05.05	02:30:00	4520.92	4521.17	4516.92	4518.84	1973	0	32
2026.05.05	03:00:00	4518.91	4528.37	4513.43	4516.88	5685	0	31
2026.05.05	03:30:00	4516.85	4530.13	4515.86	4529.77	4123	0	42
2026.05.05	04:00:00	4529.54	4539.89	4525.37	4537.53	6491	0	30
2026.05.05	04:30:00	4537.69	4541.94	4533.76	4540.91	6089	0	30
2026.05.05	05:00:00	4540.90	4542.37	4534.37	4541.36	3208	0	37
2026.05.05	05:30:00	4541.39	4546.70	4538.86	4539.04	4007	0	33
2026.05.05	06:00:00	4538.93	4542.51	4537.01	4537.93	2610	0	45
2026.05.05	06:30:00	4537.90	4539.09	4532.14	4534.51	2960	0	46
2026.05.05	07:00:00	4534.47	4535.66	4529.42	4529.53	2844	0	35
2026.05.05	07:30:00	4529.54	4536.31	4527.85	4533.38	2831	0	30
2026.05.05	08:00:00	4533.30	4545.38	4531.13	4540.01	4706	0	42
2026.05.05	08:30:00	4540.05	4551.44	4539.85	4545.54	5729	0	30
2026.05.05	09:00:00	4545.59	4551.93	4533.57	4536.76	5615	0	30
2026.05.05	09:30:00	4536.80	4550.74	4536.19	4547.86	6184	0	30
2026.05.05	10:00:00	4547.78	4555.52	4547.30	4548.77	5367	0	30
2026.05.05	10:30:00	4548.90	4558.27	4543.18	4545.39	5552	0	30
2026.05.05	11:00:00	4545.42	4554.61	4545.29	4551.12	5410	0	30
2026.05.05	11:30:00	4550.98	4559.50	4547.87	4558.33	4558	0	30
2026.05.05	12:00:00	4558.57	4560.34	4552.23	4552.23	5011	0	30
2026.05.05	12:30:00	4552.16	4558.15	4550.98	4556.13	3871	0	30
2026.05.05	13:00:00	4556.16	4556.70	4546.78	4547.77	3747	0	30
2026.05.05	13:30:00	4547.74	4553.96	4540.07	4543.51	4296	0	30
2026.05.05	14:00:00	4543.55	4557.57	4539.83	4556.03	6512	0	30
2026.05.05	14:30:00	4556.05	4564.79	4555.05	4562.72	6003	0	30
2026.05.05	15:00:00	4562.72	4574.17	4554.02	4573.59	8967	0	30
2026.05.05	15:30:00	4573.58	4574.42	4561.59	4564.46	6288	0	36
2026.05.05	16:00:00	4564.19	4584.88	4564.18	4576.68	8528	0	30
2026.05.05	16:30:00	4576.78	4582.94	4571.52	4579.16	9622	0	30
2026.05.05	17:00:00	4581.66	4586.47	4565.72	4583.99	12093	0	30
2026.05.05	17:30:00	4584.29	4585.65	4575.40	4582.29	8388	0	32
2026.05.05	18:00:00	4582.30	4583.70	4575.33	4579.33	6033	0	31
2026.05.05	18:30:00	4579.25	4580.96	4568.25	4568.37	6141	0	38
2026.05.05	19:00:00	4568.37	4568.86	4556.09	4559.70	6477	0	30
2026.05.05	19:30:00	4559.73	4562.67	4553.66	4561.07	6414	0	30
2026.05.05	20:00:00	4561.08	4562.44	4553.14	4558.45	7393	0	34
2026.05.05	20:30:00	4558.45	4562.57	4555.92	4559.74	5146	0	32
2026.05.05	21:00:00	4559.73	4565.42	4558.62	4561.94	3819	0	44
2026.05.05	21:30:00	4561.98	4565.71	4557.54	4560.91	4386	0	37
2026.05.05	22:00:00	4561.06	4561.40	4554.80	4556.08	4556	0	35
2026.05.05	22:30:00	4556.07	4558.70	4551.47	4554.57	3210	0	30
2026.05.05	23:00:00	4554.96	4559.60	4553.89	4558.98	1626	0	38
2026.05.05	23:30:00	4558.97	4559.84	4554.40	4557.35	1553	0	44
2026.05.06	01:00:00	4560.08	4560.08	4546.41	4546.58	4032	0	42
2026.05.06	01:30:00	4546.59	4577.09	4546.13	4573.27	5370	0	30
2026.05.06	02:00:00	4573.30	4590.49	4569.50	4582.09	8699	0	30
2026.05.06	02:30:00	4581.98	4595.57	4579.34	4593.81	6862	0	38
2026.05.06	03:00:00	4593.65	4604.08	4587.99	4602.16	10536	0	46
2026.05.06	03:30:00	4602.13	4619.95	4601.92	4618.60	8173	0	30
2026.05.06	04:00:00	4618.59	4625.52	4609.26	4624.89	8978	0	30
2026.05.06	04:30:00	4624.87	4628.55	4620.18	4626.06	6766	0	37
2026.05.06	05:00:00	4625.94	4636.37	4625.36	4629.98	5966	0	35
2026.05.06	05:30:00	4630.18	4641.87	4626.74	4640.58	5735	0	31
2026.05.06	06:00:00	4640.53	4651.05	4638.36	4645.70	5830	0	34
2026.05.06	06:30:00	4645.68	4651.73	4642.50	4643.56	3864	0	30
2026.05.06	07:00:00	4643.54	4653.45	4643.16	4652.52	3510	0	32
2026.05.06	07:30:00	4652.53	4652.53	4645.78	4648.64	5353	0	30
2026.05.06	08:00:00	4648.75	4656.21	4648.54	4650.33	4134	0	30
2026.05.06	08:30:00	4650.27	4663.76	4644.47	4662.92	5460	0	30
2026.05.06	09:00:00	4662.91	4666.54	4656.90	4666.04	6512	0	36
2026.05.06	09:30:00	4666.04	4669.40	4660.01	4669.26	5464	0	30
2026.05.06	10:00:00	4669.29	4670.43	4657.29	4667.34	5736	0	30
2026.05.06	10:30:00	4667.33	4681.76	4662.97	4681.23	5929	0	30
2026.05.06	11:00:00	4681.29	4682.40	4675.08	4676.75	5510	0	30
2026.05.06	11:30:00	4676.77	4702.61	4671.51	4700.00	8087	0	30
2026.05.06	12:00:00	4700.34	4708.32	4688.95	4699.92	9575	0	30
2026.05.06	12:30:00	4699.62	4705.97	4694.24	4701.59	7963	0	30
2026.05.06	13:00:00	4701.59	4705.55	4695.34	4704.41	6892	0	30
2026.05.06	13:30:00	4704.39	4722.85	4704.38	4717.76	9806	0	30
2026.05.06	14:00:00	4717.79	4721.10	4705.51	4705.51	8904	0	30
2026.05.06	14:30:00	4705.47	4715.34	4690.71	4691.98	9017	0	32
2026.05.06	15:00:00	4692.02	4692.97	4660.17	4683.22	11351	0	30
2026.05.06	15:30:00	4683.24	4685.33	4676.70	4683.14	8168	0	41
2026.05.06	16:00:00	4683.11	4692.31	4668.49	4684.98	9734	0	30
2026.05.06	16:30:00	4684.94	4707.78	4680.06	4701.97	12466	0	41
2026.05.06	17:00:00	4701.96	4717.33	4697.70	4705.53	11828	0	42
2026.05.06	17:30:00	4705.83	4714.42	4700.57	4703.02	10028	0	38
2026.05.06	18:00:00	4702.96	4705.64	4693.24	4695.35	7642	0	40
2026.05.06	18:30:00	4695.37	4697.72	4687.62	4687.68	8107	0	30
2026.05.06	19:00:00	4687.55	4688.48	4681.16	4688.01	7404	0	30
